imsi_prefix,date,Incoming data,Outgoing data,cdrs
72411-Vivo 3-BRAV3,15-05-2018,163,92,118
72423-Telemig - Brazil-BRATC,15-05-2018,4,7,10
73001-Entel Telefonia Movil -CHLMV,15-05-2018,77,20,62
73212-Telefonica Moviles-COLTM,15-05-2018,771,474,72
73602-Entel Bolivia -BOLME,15-05-2018,3,0,1
73801-Digicel Guyana-GUYUM,15-05-2018,2,4,15
74000-Otecel-ECUOT,15-05-2018,6,1,2
74801-Antel-URYAN,15-05-2018,37,14,32
74807-Telefonica Moviles-URYTM,15-05-2018,2,0,1
90131-Orange France-AAZOR,15-05-2018,1,0,3
90137-Transatel-AAZTR,15-05-2018,5171,2296,196
90140-Telekom Deutschland Global SIM-AAZTD,15-05-2018,12,28,13
20201-Cosmote Mobile Telecom-GRCCO,16-05-2018,113656,22832,19551
20205-Vodafone Greece-GRCPF,16-05-2018,341,76,208
20210-Stet Hellas Telecommunications-GRCSH,16-05-2018,23443,4075,4346
20404-Vodafone Netherlands-NLDLT,16-05-2018,19718,10760,771175
20408-KPN Tel Netherlands -NLDPT,16-05-2018,878278,185374,1018430
20412-Telfort-NLDTM,16-05-2018,4853,1434,991
20416-T-Mobile Netherlands-NLDPN,16-05-2018,983867,160489,60596
20420-Orange Netherlands-NLDDT,16-05-2018,10,12,37
20601-Belgacom Mobile -BELTB,16-05-2018,43450,9164,8136
20610-Mobistar-BELMO,16-05-2018,247236,42432,108659
20620-Base-BELKO,16-05-2018,11102,1142,946
20801-Orange France-FRAF1,16-05-2018,4200010,514852,559796
20810-SFR France-FRAF2,16-05-2018,2,0,61
20815-Free Mobile -FRAF5,16-05-2018,7703,1583,1166
20815-France Free Mobile-FRAFM,16-05-2018,7703,1583,1166
20820-Bouygues Telecom-FRAF3,16-05-2018,1060253,118486,109154
21401-Vodafone Espaqa-ESPAT,16-05-2018,16659,2721,4275
21403-Amena-ESPRT,16-05-2018,1388398,186465,122964
21404-Xfera Moviles-ESPXF,16-05-2018,290160,37319,15690
21407-Telefonica Moviles-ESPTE,16-05-2018,71098,9564,101923
21421-Jazztel Spain -ESPJZ,16-05-2018,15254,2337,1682
21601-Pannon GSM-HUNH1,16-05-2018,74326,11756,8223
21630-Westel 900 GSM-HUNH2,16-05-2018,197157,29138,18393
21670-Vodafone Hungary-HUNVR,16-05-2018,1454,90,197
21805-MOBIS-BIHMS,16-05-2018,55,25,16
21901-HT Mobile-HRVCN,16-05-2018,67390,9638,5662
21910-VIP Net GSM -HRVVI,16-05-2018,362,30,52
22001-Mobtel-YUGMT,16-05-2018,104,25,21
22003-Telekom Srbija-YUGTS,16-05-2018,94,14,51
22201-TIM Italy -ITASI,16-05-2018,609566,77276,62778
22210-Vodafone Omnitel-ITAOM,16-05-2018,20665,6579,5064
22288-Wind Italy-ITAWI,16-05-2018,597546,81170,70762
22299-Hutchinson 3G - Italy-ITAH3,16-05-2018,16469,2769,3770
22601-Mobifon -ROMMF,16-05-2018,8634,1252,2136
22603-Cosmorom-ROMCS,16-05-2018,145963,25348,12035
22610-Orange Romania-ROMMR,16-05-2018,695589,111875,47359
22801-Swisscom-CHEC1,16-05-2018,248797,45163,28459
22802-sunrise-CHEDX,16-05-2018,33476,6399,7138
22803-Orange Switzerland-CHEOR,16-05-2018,55552,11694,6810
23001-T-Mobile Czech-CZERM,16-05-2018,286464,34922,18874
23002-Eurotel Praha -CZEET,16-05-2018,584,108,370
23003-Cesky Mobil -CZECM,16-05-2018,11235,1266,974
23101-Orange Slovakia-SVKGT,16-05-2018,76265,13138,7228
23102-Eurotel Bratislava-SVKET,16-05-2018,59244,10079,5949
23106-Telefonica o2-SVKO2,16-05-2018,1008,137,290
23201-Mobilkom Austria-AUTPT,16-05-2018,450,407,4001
23203-T-Mobile Austria-AUTMM,16-05-2018,149983,33210,723252
23205-Connect -AUTCA,16-05-2018,682,97,881
23207-Tele Ring Telekom -AUTTR,16-05-2018,26014,3980,4200
23401-MCOM UK-GBRYC,16-05-2018,5602940,496514,175250
23403-Airtel-GBRAJ,16-05-2018,494,69,266
23418-Cloud 9-GBRC9,16-05-2018,89,8,60
23450-Jersey Telecoms -GBRJT,16-05-2018,9494,9337,247694
23455-Guernsey Telecom-GBRGT,16-05-2018,1245,288,2603
23458-Manx Telecom-GBRMT,16-05-2018,8239,4071,203468
23801-Tele Danmark Mobil-DNKTD,16-05-2018,312189,50566,20457
23802-Sonofon -DNKDM,16-05-2018,165956,31177,269649
23806-Hi3G - Denmark-DNKHU,16-05-2018,2332,167,165
23820-Telia Mobile (Denmark)-DNKIA,16-05-2018,211144,31631,14065
24001-Telia Mobitel (Sweden)-SWETR,16-05-2018,614913,85769,41802
24002-HI 3G-SWEHU,16-05-2018,347,45,113
24007-Tele2 AB-SWEIQ,16-05-2018,359242,52162,135529
24008-Vodafone Sweden-SWEEP,16-05-2018,187471,25248,364639
24042-Sweden Telenor-SWECN,16-05-2018,51,89,86646
24201-Telenor Mobil -NORTM,16-05-2018,736735,102652,122131
24202-NetCom-NORNC,16-05-2018,365905,55661,38719
24205-Telia Norge Norway-NORNN,16-05-2018,79823,14199,16200
24405-Radiolinja Finland-FINRL,16-05-2018,3806,693,696
24412-Finnish 2G-FIN2G,16-05-2018,7243,1080,14506
24421-Elisa (2nd code)-FINES,16-05-2018,1028,188,76
24491-Sonera Corporation-FINTF,16-05-2018,219708,36380,12040
24601-Omnitel Lithuania-LTUOM,16-05-2018,59005,10060,7054
24602-Bite GSM-LTUMT,16-05-2018,43,14,33
24603-Tele2-LTU03,16-05-2018,87478,15955,14481
24701-Latvian Mobile Telephone-LVALM,16-05-2018,98147,16693,6986
24702-Baltcom GSM -LVABC,16-05-2018,52936,7100,7049
24801-Estonian Mob Tel-ESTEM,16-05-2018,48350,8529,4262
24802-Radiolinja Estonia-ESTRE,16-05-2018,1417,179,136
24803-Estonia Ritabell (Tele2)-ESTRB,16-05-2018,24853,3880,18927
25001-MTS-RUS01,16-05-2018,8315,1747,1637
25002-MegaFon -RUSNW,16-05-2018,4236,1447,589
25099-VimpelCom-RUSBD,16-05-2018,15223,3444,15455
25501-Ukraine Mobile Communications-UKRUM,16-05-2018,155,28,9
25503-Kyvistar GSM-UKRKS,16-05-2018,6785,2122,1543
25506-Astelit LLC-UKRAS,16-05-2018,3936,1035,789
25901-Voxtel-MDAVX,16-05-2018,75,20,32
26001-Polkomtel -POLKM,16-05-2018,249160,30107,20830
26002-Era -POL02,16-05-2018,435490,58768,37698
26003-PTK Centeltel -POL03,16-05-2018,716356,91104,79596
26006-P4 - 3G Poland-POLP4,16-05-2018,5,9,498
26201-T-Mobile Germany-DEUD1,16-05-2018,1706434,320625,941820
26202-Vodafone Germany-DEUD2,16-05-2018,14017,2474,4930
26203-Eplus -DEUE1,16-05-2018,12569,3643,5717
26207-O2 Germany-DEUE2,16-05-2018,43635,8423,14281
26601-Gibtel Telecommunications -GIBGT,16-05-2018,2922,533,328
26801-Vodafone Portugal-PRTTL,16-05-2018,3728,538,932
26803-Optimus -PRTOP,16-05-2018,128537,18392,8128
26806-TMN-PRTTM,16-05-2018,91237,15061,11392
27001-Luxembourg P&T-LUXPT,16-05-2018,57380,8941,38562
27077-Tango -LUXTG,16-05-2018,6926,1948,528
27099-VOX Mobile - Luxembourg-LUXVM,16-05-2018,20145,2862,3918
27201-Vodafone Ireland-IRLEC,16-05-2018,6703,1737,28918
27202-O2 Ireland-IRLDF,16-05-2018,16966,3312,122052
27203-Meteor-IRLME,16-05-2018,657676,76655,39351
27205-Hutchinson 3G - Ireland-IRLH3,16-05-2018,262,57,8
27401-Landssimi Islands -ISLPS,16-05-2018,5082,282,197
27402-TAL -ISLTL,16-05-2018,1637,212,416
27411-Nova Iceland-ISLK9,16-05-2018,5014,1210,675
27411-Nova Efh-ISLNO,16-05-2018,5014,1210,675
27601-AMC (Albanian Mobile) -ALBAM,16-05-2018,256,42,558
27602-Vodafone Albania-ALBVF,16-05-2018,0,0,3
27801-Vodafone Malta-MLTTL,16-05-2018,1101,299,268
27821-Go Mobile -MLTGO,16-05-2018,6605,1350,1400
28001-Cyprus Telecommunications Author-CYPCT,16-05-2018,283,76,233
28010-Scancom (Cyprus)-CYPSC,16-05-2018,18649,3827,2486
28020-CYPRUS Primtel-CYPPT,16-05-2018,67,60,30
28310-Orange-ARMOR,16-05-2018,26,5,7
28401-MobiTel AD Bulgaria-BGR01,16-05-2018,1862,183,332
28403-Bulgarian Telecom -  Bulgaria-BGRVA,16-05-2018,46410,4320,4298
28405-Globul - Cosmo Bulgaria -BGRCM,16-05-2018,251792,34225,18123
28601-Turkcell-TURTC,16-05-2018,160665,30547,8935
28603-IS TIM-TURIS,16-05-2018,11605,2049,934
29001-Tele Greenland -GRLTG,16-05-2018,45,25,9
29340-SI-Mobil-SVNSM,16-05-2018,2783,467,190
29341-Mobitel Slovenia-SVNMT,16-05-2018,15603,1648,604
29364-T-2 d.o.o. Slovenia-SVNFT,16-05-2018,464,44,70
29401-Makedonski Telekomunikacii-MKDMM,16-05-2018,21,9,12
29502-VIAG Europlatform-LIEK9,16-05-2018,7,2,7
29502-VIAG Europlatform-LIEVE,16-05-2018,7,2,7
29505-Mobilkom-LIEMK,16-05-2018,1462,1297,2698
29701-Telenor Montenegro-MNEPM,16-05-2018,0,0,1
29702-T-Mobile Montenegro-MNETM,16-05-2018,108,14,71
30222-Telus Canada-CANTS,16-05-2018,56848,15979,11483
30237-Microcell (Fido)-CANMC,16-05-2018,2965,1191,1457
30261-Bell Mobility-CANBM,16-05-2018,44802,13317,8523
30272-Rogers Wireless -CANRW,16-05-2018,23351,6278,8269
31017-Cingular (Pacific Bell Services)-USAPB,16-05-2018,2590,13297,20599
31026-T-Mobile- USAW6-USAW6,16-05-2018,699993,283800,183060
31041-Cingular (Genesis)-USACG,16-05-2018,1360883,342131,183386
33402-Radiomovil-MEXTL,16-05-2018,878,311,2416
33403-Mexico - Telefonica-MEXMS,16-05-2018,66,23,12
33405-Iusacell Mexico-MEXIU,16-05-2018,42,24,98
33805-Digicel Barbados Barbados-BRBDC,16-05-2018,144,28,112
33805-Digicel Mossel-JAMDC,16-05-2018,144,28,112
33818-C&W/Jamaica-JAMCW,16-05-2018,0,0,15
34001-Orange Caraïbe (FWI)-GLP01,16-05-2018,2086,377,144
34020-FWI Bouygues Telecom-FRAF4,16-05-2018,100,71,15
34260-C&W/Barbados-BRBCW,16-05-2018,0,0,5
34492-Antigua C&W-ATGCW,16-05-2018,68,8,20
34614-C&W/Cayman-CYMCW,16-05-2018,3,13,30
34817-Cable Wireless-VGBCW,16-05-2018,10,3,5
35000-Bermuda Digital-BMUBD,16-05-2018,23,3,23
35211-Grenada-GRDCW,16-05-2018,0,0,2
35611-St Kitts - C & W-KNACW,16-05-2018,105,23,7
36011-St Vincent - C & W-VCTCW,16-05-2018,0,0,2
36439-BTC-BHSBH,16-05-2018,0,0,3
36611-Dominica - C & W-DMACW,16-05-2018,0,0,12
37413-Digicel Trinidad-TTODL,16-05-2018,0,0,4
37635-Turks & Calcos - C & W-TCACW,16-05-2018,6,2,39
40001-Azercell Telecom-AZEAC,16-05-2018,11,9,19
40101-Kar-tel -KAZKT,16-05-2018,2,1,15
40402-Airtel Bharti [Punjab] INDA9 - 4-INDA9,16-05-2018,1727,527,1052
40403-Airtel Bharti [Himachal Pradesh]-INDBL,16-05-2018,81,61,25
40404-Idea Cellular Delhi-INDID,16-05-2018,25,6,6
40405-Fascel Hutch [Gujarat] INDF1 - 4-INDF1,16-05-2018,1260,275,118
40407-Idea Cellular [Andhra Pradesh] I-IND07,16-05-2018,25,6,20
40410-Airtel Bharti [Delhi] INDAT - 40-INDAT,16-05-2018,20961,7081,3565
40411-Hutchison Essar [Delhi] INDE1 - -INDE1,16-05-2018,1442,449,371
40412-Escotel [Haryana] INDEH - 40412-INDEH,16-05-2018,5,1,1
40414-Spice Telecom [Punjab] INDSP - 4-INDSP,16-05-2018,41,7,29
40419-Escotel [Kerala] INDEK - 40419-INDEK,16-05-2018,120,20,16
40420-Hutchison Max [Mumbai] INDHM - 4-INDHM,16-05-2018,12601,1796,1053
40422-Idea Cellular [Maharashtra] INDB-INDBO,16-05-2018,211,37,65
40424-Idea Cellular [Gujarat] INDBI - -INDBI,16-05-2018,50,5,8
40427-BPL Cellular [Maharashtra]-INDBM,16-05-2018,503,58,77
40430-Hutchison [Calcutta] INDCC - 404-INDCC,16-05-2018,509,298,142
40431-Airtel Bharti [Calcutta] INDMT --INDMT,16-05-2018,2668,674,922
40440-Airtel Bharti [Chennai] INDSC - -INDSC,16-05-2018,11642,3991,1585
40443-BPL Cellular [Tamil Nadu] INDBT--INDBT,16-05-2018,2212,222,34
40444-Spice Telekom [Karnataka] INDSK -INDSK,16-05-2018,56,7,8
40445-Airtel Bharti [Karnataka] INDJB -INDJB,16-05-2018,25856,6710,3226
40446-BPL Cellular [Kerala] INDBK - 40-INDBK,16-05-2018,17,33,10
40449-Airtel Bharti [Andhra Pradesh] I-INDJH,16-05-2018,11282,1719,1820
40456-Escotel [UP West]-INDEU,16-05-2018,0,0,2
40470-Airtel India [Rajasthan] INDH1-INDH1,16-05-2018,1318,582,177
40490-Airtel Bharti [Maharashtra]-INDA2,16-05-2018,1315,466,2267
40492-Airtel Bharti [Mumbai] INDA1 - 4-INDA1,16-05-2018,12673,3955,10316
40493-Airtel Bharti [Madhya Pradesh] I-INDA8,16-05-2018,503,93,149
40494-Airtel Bharti [Tamilnadu] INDA4-INDA4,16-05-2018,768,172,321
40495-Airtel Bharti [Kerala] INDA7 - 4-INDA7,16-05-2018,1498,281,107
40496-Airtel Bharti [Haryana]-INDA5,16-05-2018,1052,96,43
40497-Airtel Bharti [UP West] INDA6 - -INDA6,16-05-2018,398,119,89
40498-Airtel Bharti [Gujarat] INDA3 --INDA3,16-05-2018,350,172,284
40556-Bharti Airtel Assam India-IND15,16-05-2018,968,26,9
40579-Idea Cellular Mumbai -INDIM,16-05-2018,84,15,20
41001-Mobilink-PAKMK,16-05-2018,13,3,7
41220-TDCA-AFGTD,16-05-2018,0,0,1
41301-Mobitel - Sri Lanka-LKA71,16-05-2018,155,23,20
41302-MTN Sri Lanka-LKADG,16-05-2018,3004,680,576
41305-Bharti Airtel Lanka-LKAAT,16-05-2018,0,1,182
41501-FTML Lebanon-LBNFL,16-05-2018,20,8,12
41503-Libancell -LBNLC,16-05-2018,0,0,1
41601-MTS Fastlink-JORFL,16-05-2018,0,0,2
41677-Mobilecom -JORMC,16-05-2018,2,0,4
41805-Asiacell - Iraq-IRQAC,16-05-2018,1,1,11
41840-Korek Telecom LTD - Iraq-IRQKK,16-05-2018,1,0,1
41903-Wataniya Telecom-KWTNM,16-05-2018,2432,613,142
42001-Saudi Telephone Company-SAUAJ,16-05-2018,12902,3384,1558
42003-Etihad Etisalat - Saudi Arabia-SAUET,16-05-2018,42236,9552,1768
42202-GTO Oman-OMNGT,16-05-2018,885,71,22
42203-Oman Mobile - Oman-OMNNT,16-05-2018,0,0,8
42402-Etisalat-ARETC,16-05-2018,21496,4867,3215
42403-United Arab Emirates-AREDU,16-05-2018,3002,464,1023
42501-Partner Communication-ISR01,16-05-2018,43481,12799,69902
42502-Cellcom-ISRCL,16-05-2018,13238,3794,1576
42503-Pelephone, Israel-ISRPL,16-05-2018,300,122,152
42601-Bahrain Telecommunications-BHRBT,16-05-2018,227,17,20
42701-Qatar Telekom -QATQT,16-05-2018,45927,13622,4227
43211-Iran TeleCom Co-IRN11,16-05-2018,127,64,78
44010-NTT DoCoMo-JPNDO,16-05-2018,13644,2076,3422
44020-J-Phone-JPNJP,16-05-2018,1790,199,265
44050-KDDI-JPNKD,16-05-2018,3340,614,600
44051-KDDI Japan-JPNKI,16-05-2018,2930,466,372
45005-SK Korea-KORSK,16-05-2018,9537,2541,4761
45006-LG U+ South Korea-KORLU,16-05-2018,8226,2151,980
45008-KT Freetel 3G-KORKF,16-05-2018,3385,944,669
45202-GPC Vietnam-VNMVI,16-05-2018,44,6,7
45400-Hong Kong CSL -HKGTC,16-05-2018,8948,1790,982
45403-Hutchison 3G (Hong Kong)-HKGH3,16-05-2018,986,367,271
45406-SmarTone Mobile Hong Kong-HKGSM,16-05-2018,27324,6750,2392
45412-Peoples Telephone Company -HKGPP,16-05-2018,1837,706,176
45419-Sunday 3G - Hong Kong-HKGM3,16-05-2018,2998,423,206
46000-China Telecom-CHNCT,16-05-2018,104117,37317,10220
46001-China Unicom-CHNCU,16-05-2018,17462,6981,4717
46002-China Mobile - China-CHNCM,16-05-2018,14856,4403,1690
46007-China Mobile 3rd-CHNTD,16-05-2018,2403,679,321
46601-Far EasTone Telecommunications-TWNFE,16-05-2018,75,14,5
46692-Chungwa Telecom LDM-TWNLD,16-05-2018,4801,1779,325
46697-Taiwan Cellular Corp-TWNPC,16-05-2018,1119,131,112
47001-GrameenPhone-BGDGP,16-05-2018,3,0,2
47201-Dhiraagu-MDV01,16-05-2018,48,8,5
50216-DiGi Telecommunications -MYSMT,16-05-2018,10868,2125,4907
50219-Celcom-MYSCC,16-05-2018,50,104,23
50501-Telstra -AUSTA,16-05-2018,131185,34293,35874
50502-Optus Communications-AUSOP,16-05-2018,22146,7846,24648
51001-PT Satelindo Palapa-IDNSL,16-05-2018,213,80,25
51010-PT Telkomsel-IDNTS,16-05-2018,2432,1309,347
51502-Globe Telecom -PHLGT,16-05-2018,463,34,24
52000-Thailand, True Move-THACT,16-05-2018,176,67,157
52003-AIS-THAWN,16-05-2018,164862,36514,8808
52005-Thailand DTAC-THADT,16-05-2018,2870,932,189
52018-Total Access Communications-THAWP,16-05-2018,12,2,14
52501-Singtel GSM 900-SGPST,16-05-2018,33746,7192,3553
52505-StarHub-SGPSH,16-05-2018,3874,815,373
53001-Vodafone New Zealand-NZLBS,16-05-2018,1085,363,406
53005-Telecom-NZLTM,16-05-2018,15974,4572,4440
53024-NZ Communications-NZLNH,16-05-2018,877,303,403
60201-Mobilnil-EGYAR,16-05-2018,3140,1683,1123
60203-Etisalat - Egypt-EGYEM,16-05-2018,94,52,37
60400-Medi Telecom-MARMT,16-05-2018,570,80,2537
60401-IAM-MARM1,16-05-2018,6,2,3
60402-Wana Morocco-MARM3,16-05-2018,0,0,2
60501-Orange Tunisia-TUNOR,16-05-2018,0,0,6
61002-Ikatel Sa-MLI02,16-05-2018,0,0,1
61203-Orange Cote d'Ivoire-CIV03,16-05-2018,11,8,9
61701-Cellplus Mobile Communications-MUSCP,16-05-2018,0,0,12
62001-Scancom -GHASC,16-05-2018,519,612,260
62003-Mobitel-GHAMT,16-05-2018,2,1,8
62006-Airtel Ghana-GHAZN,16-05-2018,0,4,168
62130-MTN-NGAMN,16-05-2018,1429,1010,3581
62150-Globacom - Nigeria-NGAGM,16-05-2018,320,43,35
62160-Etisalat Nigeria-NGAEM,16-05-2018,290,86,4907
62402-Orange Cameroon-CMR02,16-05-2018,0,0,1
63102-Unitel-AGOUT,16-05-2018,5,3,70
63510-Rwandacell - Rwanda-RWAMN,16-05-2018,4,2,51
63902-Safaricom -KENSA,16-05-2018,130,82,293
63903-KenCell -KENKC,16-05-2018,12,11,6
64005-Celtel Tanzania-TZACT,16-05-2018,0,4,119
64101-Celtel Uganda-UGACE,16-05-2018,0,10,546
64110-MTN-UGAMN,16-05-2018,16,74,25
64304-Vodacom-MOZVC,16-05-2018,39,24,9
64602-SMM - Madagascar-MDGAN,16-05-2018,0,0,25
64804-Econet-ZWEET,16-05-2018,2,7,87
65202-Orange Botswana-BWAVC,16-05-2018,12,4,37
65501-Vodacom South Africa-ZAFVC,16-05-2018,33,1,5
65507-Cell C-ZAFCC,16-05-2018,16,4,4
65510-MTN South Africa-ZAFMN,16-05-2018,1208,356,4084
71401-Cable & Wireless-PANCW,16-05-2018,21,8,10
71402-Telefonica Moviles-PANMS,16-05-2018,0,0,2
71606-Telefonica Moviles-PERMO,16-05-2018,0,0,1
72207-Argentina Telefonica-ARGTM,16-05-2018,430,130,108
72234-Personal Telecom-ARGTP,16-05-2018,1516,479,655
72402-TIM Region 2 Rio Norte-BRARN,16-05-2018,311,199,668
72403-TIM Region 3 Sau Paulo-BRASP,16-05-2018,371,172,697
72404-TIM Region 1 Cellular Centro-BRACS,16-05-2018,662,138,590
72406-Vivo 2-BRAV2,16-05-2018,164,40,68
72410-Vivo 1-BRAV1,16-05-2018,505,100,231
72411-Vivo 3-BRAV3,16-05-2018,318,197,154
72423-Telemig - Brazil-BRATC,16-05-2018,6,9,6
72431-TNL (Oi)-BRATM,16-05-2018,10,16,8
73001-Entel Telefonia Movil -CHLMV,16-05-2018,147,48,73
73212-Telefonica Moviles-COLTM,16-05-2018,541,183,55
73801-Digicel Guyana-GUYUM,16-05-2018,1,2,57
74000-Otecel-ECUOT,16-05-2018,21,3,6
74801-Antel-URYAN,16-05-2018,100,52,21
74807-Telefonica Moviles-URYTM,16-05-2018,0,0,2
90131-Orange France-AAZOR,16-05-2018,4,1,11
90137-Transatel-AAZTR,16-05-2018,7161,1692,223
90140-Telekom Deutschland Global SIM-AAZTD,16-05-2018,59,24,18
20201-Cosmote Mobile Telecom-GRCCO,17-05-2018,129931,25375,20613
20205-Vodafone Greece-GRCPF,17-05-2018,342,72,191
20210-Stet Hellas Telecommunications-GRCSH,17-05-2018,25230,5568,4536
20404-Vodafone Netherlands-NLDLT,17-05-2018,20930,19694,769050
20408-KPN Tel Netherlands -NLDPT,17-05-2018,888963,188781,1057856
20412-Telfort-NLDTM,17-05-2018,7494,1553,1259
20416-T-Mobile Netherlands-NLDPN,17-05-2018,985753,179070,65847
20420-Orange Netherlands-NLDDT,17-05-2018,10,13,23
20601-Belgacom Mobile -BELTB,17-05-2018,42278,8111,8901
20610-Mobistar-BELMO,17-05-2018,279123,54103,116188
20620-Base-BELKO,17-05-2018,7826,1535,1129
20801-Orange France-FRAF1,17-05-2018,3949106,509736,584257
20810-SFR France-FRAF2,17-05-2018,7,1,90
20815-Free Mobile -FRAF5,17-05-2018,10353,1893,1819
20815-France Free Mobile-FRAFM,17-05-2018,10353,1893,1819
20820-Bouygues Telecom-FRAF3,17-05-2018,1015129,128262,116636
21401-Vodafone Espaqa-ESPAT,17-05-2018,17619,2863,4149
21403-Amena-ESPRT,17-05-2018,1476091,205862,132712
21404-Xfera Moviles-ESPXF,17-05-2018,286844,41298,17957
21407-Telefonica Moviles-ESPTE,17-05-2018,71413,13431,110886
21421-Jazztel Spain -ESPJZ,17-05-2018,14550,2203,1803
21601-Pannon GSM-HUNH1,17-05-2018,73125,12644,8748
21630-Westel 900 GSM-HUNH2,17-05-2018,213197,35900,21726
21670-Vodafone Hungary-HUNVR,17-05-2018,1918,70,176
21805-MOBIS-BIHMS,17-05-2018,3,2,2
21901-HT Mobile-HRVCN,17-05-2018,73802,11118,5712
21910-VIP Net GSM -HRVVI,17-05-2018,248,29,78
22001-Mobtel-YUGMT,17-05-2018,41,16,36
22003-Telekom Srbija-YUGTS,17-05-2018,124,28,45
22201-TIM Italy -ITASI,17-05-2018,640127,87640,68399
22210-Vodafone Omnitel-ITAOM,17-05-2018,27281,4143,5250
22288-Wind Italy-ITAWI,17-05-2018,659881,80131,75977
22299-Hutchinson 3G - Italy-ITAH3,17-05-2018,19239,4196,4546
22601-Mobifon -ROMMF,17-05-2018,8675,897,1954
22603-Cosmorom-ROMCS,17-05-2018,167837,27742,12600
22610-Orange Romania-ROMMR,17-05-2018,723249,128882,53073
22801-Swisscom-CHEC1,17-05-2018,254560,48943,31373
22802-sunrise-CHEDX,17-05-2018,31863,7154,7739
22803-Orange Switzerland-CHEOR,17-05-2018,65783,14551,8411
23001-T-Mobile Czech-CZERM,17-05-2018,311564,39669,21552
23002-Eurotel Praha -CZEET,17-05-2018,647,126,453
23003-Cesky Mobil -CZECM,17-05-2018,6987,1197,1351
23101-Orange Slovakia-SVKGT,17-05-2018,78314,13413,8094
23102-Eurotel Bratislava-SVKET,17-05-2018,66394,10940,6481
23106-Telefonica o2-SVKO2,17-05-2018,1287,185,270
23201-Mobilkom Austria-AUTPT,17-05-2018,554,151,4207
23203-T-Mobile Austria-AUTMM,17-05-2018,165475,32008,737481
23205-Connect -AUTCA,17-05-2018,1189,229,726
23207-Tele Ring Telekom -AUTTR,17-05-2018,40816,5608,4874
23401-MCOM UK-GBRYC,17-05-2018,5486207,486666,174672
23403-Airtel-GBRAJ,17-05-2018,592,203,236
23418-Cloud 9-GBRC9,17-05-2018,78,16,62
23450-Jersey Telecoms -GBRJT,17-05-2018,10645,14437,242771
23455-Guernsey Telecom-GBRGT,17-05-2018,1637,356,2491
23458-Manx Telecom-GBRMT,17-05-2018,8457,4156,211041
23801-Tele Danmark Mobil-DNKTD,17-05-2018,336038,56470,25006
23802-Sonofon -DNKDM,17-05-2018,156857,33089,274460
23806-Hi3G - Denmark-DNKHU,17-05-2018,972,244,208
23820-Telia Mobile (Denmark)-DNKIA,17-05-2018,224488,36345,15597
24001-Telia Mobitel (Sweden)-SWETR,17-05-2018,633519,99081,45539
24002-HI 3G-SWEHU,17-05-2018,432,53,105
24007-Tele2 AB-SWEIQ,17-05-2018,354841,51956,143119
24008-Vodafone Sweden-SWEEP,17-05-2018,212653,34749,391584
24010-Tele2-SWESM,17-05-2018,72,3,3
24042-Sweden Telenor-SWECN,17-05-2018,55,90,93193
24201-Telenor Mobil -NORTM,17-05-2018,891735,159887,131950
24202-NetCom-NORNC,17-05-2018,403549,68804,56733
24205-Telia Norge Norway-NORNN,17-05-2018,97644,14943,20540
24405-Radiolinja Finland-FINRL,17-05-2018,2489,397,626
24412-Finnish 2G-FIN2G,17-05-2018,12476,1304,14318
24421-Elisa (2nd code)-FINES,17-05-2018,477,61,41
24491-Sonera Corporation-FINTF,17-05-2018,260461,35857,13649
24601-Omnitel Lithuania-LTUOM,17-05-2018,61752,14857,7483
24602-Bite GSM-LTUMT,17-05-2018,47,40,44
24603-Tele2-LTU03,17-05-2018,102615,15634,15070
24701-Latvian Mobile Telephone-LVALM,17-05-2018,104386,15634,8297
24702-Baltcom GSM -LVABC,17-05-2018,57784,7375,6291
24801-Estonian Mob Tel-ESTEM,17-05-2018,55003,10756,4320
24802-Radiolinja Estonia-ESTRE,17-05-2018,934,289,134
24803-Estonia Ritabell (Tele2)-ESTRB,17-05-2018,26259,2987,19646
25001-MTS-RUS01,17-05-2018,8125,1793,1875
25002-MegaFon -RUSNW,17-05-2018,2086,775,522
25099-VimpelCom-RUSBD,17-05-2018,15015,4720,15309
25501-Ukraine Mobile Communications-UKRUM,17-05-2018,185,13,5
25503-Kyvistar GSM-UKRKS,17-05-2018,6961,2396,1680
25506-Astelit LLC-UKRAS,17-05-2018,2838,832,630
25901-Voxtel-MDAVX,17-05-2018,338,319,46
26001-Polkomtel -POLKM,17-05-2018,291671,38953,21913
26002-Era -POL02,17-05-2018,498097,61565,40199
26003-PTK Centeltel -POL03,17-05-2018,804070,100872,83911
26006-P4 - 3G Poland-POLP4,17-05-2018,21,10,902
26201-T-Mobile Germany-DEUD1,17-05-2018,1713971,373418,984777
26202-Vodafone Germany-DEUD2,17-05-2018,11106,2719,4936
26203-Eplus -DEUE1,17-05-2018,16845,4449,7365
26207-O2 Germany-DEUE2,17-05-2018,47298,11000,14863
26601-Gibtel Telecommunications -GIBGT,17-05-2018,2860,543,373
26801-Vodafone Portugal-PRTTL,17-05-2018,2869,493,899
26803-Optimus -PRTOP,17-05-2018,117577,17978,8724
26806-TMN-PRTTM,17-05-2018,104666,18446,12379
27001-Luxembourg P&T-LUXPT,17-05-2018,56794,9336,43854
27077-Tango -LUXTG,17-05-2018,6323,1046,590
27099-VOX Mobile - Luxembourg-LUXVM,17-05-2018,23557,4628,4188
