imsi,date,recordcount
24602-Bite GSM-LTUMT,13-06-2018,13
24603-Tele2-LTU03,13-06-2018,12508
24701-Latvian Mobile Telephone-LVALM,13-06-2018,8812
24702-Baltcom GSM -LVABC,13-06-2018,6291
24801-Estonian Mob Tel-ESTEM,13-06-2018,2321
24802-Radiolinja Estonia-ESTRE,13-06-2018,206
24803-Estonia Ritabell (Tele2)-ESTRB,13-06-2018,1179
25001-MTS-RUS01,13-06-2018,1663
25002-MegaFon -RUSNW,13-06-2018,1164
25099-VimpelCom-RUSBD,13-06-2018,2456
25501-Ukraine Mobile Communications-UKRUM,13-06-2018,125
25503-Kyvistar GSM-UKRKS,13-06-2018,1298
25506-Astelit LLC-UKRAS,13-06-2018,61
25702-MTS Belarus-BLR02,13-06-2018,1
25901-Voxtel-MDAVX,13-06-2018,111
25902-Moldcell-MDAMC,13-06-2018,4
26001-Polkomtel -POLKM,13-06-2018,55943
26002-Era -POL02,13-06-2018,92298
26003-PTK Centeltel -POL03,13-06-2018,133513
26006-P4 - 3G Poland-POLP4,13-06-2018,151
26201-T-Mobile Germany-DEUD1,13-06-2018,57749
26202-Vodafone Germany-DEUD2,13-06-2018,1169
26203-Eplus -DEUE1,13-06-2018,1070
26207-O2 Germany-DEUE2,13-06-2018,1902
26601-Gibtel Telecommunications -GIBGT,13-06-2018,244
26801-Vodafone Portugal-PRTTL,13-06-2018,548
26803-Optimus -PRTOP,13-06-2018,14882
26806-TMN-PRTTM,13-06-2018,12625
27001-Luxembourg P&T-LUXPT,13-06-2018,2379
27077-Tango -LUXTG,13-06-2018,139
27099-VOX Mobile - Luxembourg-LUXVM,13-06-2018,698
27201-Vodafone Ireland-IRLEC,13-06-2018,3421
27202-O2 Ireland-IRLDF,13-06-2018,6026
27203-Meteor-IRLME,13-06-2018,51597
27205-Hutchinson 3G - Ireland-IRLH3,13-06-2018,4030
27401-Landssimi Islands -ISLPS,13-06-2018,92
27402-TAL -ISLTL,13-06-2018,62
27411-Nova Iceland-ISLK9,13-06-2018,366
27411-Nova Efh-ISLNO,13-06-2018,366
27601-AMC (Albanian Mobile) -ALBAM,13-06-2018,139
27602-Vodafone Albania-ALBVF,13-06-2018,4
27801-Vodafone Malta-MLTTL,13-06-2018,73
27821-Go Mobile -MLTGO,13-06-2018,719
28001-Cyprus Telecommunications Author-CYPCT,13-06-2018,190
28010-Scancom (Cyprus)-CYPSC,13-06-2018,5690
28020-CYPRUS Primtel-CYPPT,13-06-2018,61
28202-Magticom-GEOMA,13-06-2018,22
28310-Orange-ARMOR,13-06-2018,23
28401-MobiTel AD Bulgaria-BGR01,13-06-2018,392
28403-Bulgarian Telecom -  Bulgaria-BGRVA,13-06-2018,6953
28405-Globul - Cosmo Bulgaria -BGRCM,13-06-2018,27399
28601-Turkcell-TURTC,13-06-2018,4317
28603-IS TIM-TURIS,13-06-2018,226
28604-Aycell - Turkey-TURAC,13-06-2018,2
29001-Tele Greenland -GRLTG,13-06-2018,10
29340-SI-Mobil-SVNSM,13-06-2018,66
29341-Mobitel Slovenia-SVNMT,13-06-2018,1052
29364-T-2 d.o.o. Slovenia-SVNFT,13-06-2018,110
29401-Makedonski Telekomunikacii-MKDMM,13-06-2018,87
29505-Mobilkom-LIEMK,13-06-2018,17
29701-Telenor Montenegro-MNEPM,13-06-2018,12
29702-T-Mobile Montenegro-MNETM,13-06-2018,105
30222-Telus Canada-CANTS,13-06-2018,7050
30237-Microcell (Fido)-CANMC,13-06-2018,202
30261-Bell Mobility-CANBM,13-06-2018,5858
30272-Rogers Wireless -CANRW,13-06-2018,1123
30801-SPM Telecom-SPMFT,13-06-2018,2
31017-Cingular (Pacific Bell Services)-USAPB,13-06-2018,402
31026-T-Mobile- USAW6-USAW6,13-06-2018,68745
31041-Cingular (Genesis)-USACG,13-06-2018,81687
31148-Verizon-USAVZ,13-06-2018,66
33405-Iusacell Mexico-MEXIU,13-06-2018,4
33805-Digicel Barbados Barbados-BRBDC,13-06-2018,173
33805-Digicel Mossel-JAMDC,13-06-2018,173
33818-C&W/Jamaica-JAMCW,13-06-2018,6
34001-Orange Caraïbe (FWI)-GLP01,13-06-2018,283
34260-C&W/Barbados-BRBCW,13-06-2018,5
34403-APUA-ATG03,13-06-2018,1
34492-Antigua C&W-ATGCW,13-06-2018,4
34614-C&W/Cayman-CYMCW,13-06-2018,13
34857-CCT Boatphone - Virgin Islands-VGBCC,13-06-2018,38
35000-Bermuda Digital-BMUBD,13-06-2018,12
35211-Grenada-GRDCW,13-06-2018,6
35611-St Kitts - C & W-KNACW,13-06-2018,2
35811-ST Lucia-LCACW,13-06-2018,3
36291-Setel NV (UTS Wireless Curacao)-ANTUT,13-06-2018,5
36584-Anguillia C&W-AIACW,13-06-2018,8
36801-C-Com-CUB01,13-06-2018,2
37001-Orange Dominican Republic-DOM01,13-06-2018,3
37002-Claro-DOMCL,13-06-2018,2
37413-Digicel Trinidad-TTODL,13-06-2018,11
40001-Azercell Telecom-AZEAC,13-06-2018,33
40002-Bakcell -AZEBC,13-06-2018,10
40101-Kar-tel -KAZKT,13-06-2018,21
40102-K'Cell-KAZKZ,13-06-2018,1
40402-Airtel Bharti [Punjab] INDA9 - 4-INDA9,13-06-2018,1125
40403-Airtel Bharti [Himachal Pradesh]-INDBL,13-06-2018,7
40404-Idea Cellular Delhi-INDID,13-06-2018,25
40405-Fascel Hutch [Gujarat] INDF1 - 4-INDF1,13-06-2018,258
40407-Idea Cellular [Andhra Pradesh] I-IND07,13-06-2018,88
40410-Airtel Bharti [Delhi] INDAT - 40-INDAT,13-06-2018,8961
40411-Hutchison Essar [Delhi] INDE1 - -INDE1,13-06-2018,886
40412-Escotel [Haryana] INDEH - 40412-INDEH,13-06-2018,12
40414-Spice Telecom [Punjab] INDSP - 4-INDSP,13-06-2018,28
40416-Bharti Hexacom North East  India-IND16,13-06-2018,22
40419-Escotel [Kerala] INDEK - 40419-INDEK,13-06-2018,5
40420-Hutchison Max [Mumbai] INDHM - 4-INDHM,13-06-2018,1793
40422-Idea Cellular [Maharashtra] INDB-INDBO,13-06-2018,137
40424-Idea Cellular [Gujarat] INDBI - -INDBI,13-06-2018,4
40427-BPL Cellular [Maharashtra]-INDBM,13-06-2018,130
40430-Hutchison [Calcutta] INDCC - 404-INDCC,13-06-2018,160
40431-Airtel Bharti [Calcutta] INDMT --INDMT,13-06-2018,431
40440-Airtel Bharti [Chennai] INDSC - -INDSC,13-06-2018,1384
40443-BPL Cellular [Tamil Nadu] INDBT--INDBT,13-06-2018,5
40444-Spice Telekom [Karnataka] INDSK -INDSK,13-06-2018,10
40445-Airtel Bharti [Karnataka] INDJB -INDJB,13-06-2018,1936
40446-BPL Cellular [Kerala] INDBK - 40-INDBK,13-06-2018,22
40449-Airtel Bharti [Andhra Pradesh] I-INDJH,13-06-2018,942
40456-Escotel [UP West]-INDEU,13-06-2018,44
40470-Airtel India [Rajasthan] INDH1-INDH1,13-06-2018,622
40490-Airtel Bharti [Maharashtra]-INDA2,13-06-2018,358
40492-Airtel Bharti [Mumbai] INDA1 - 4-INDA1,13-06-2018,1261
40493-Airtel Bharti [Madhya Pradesh] I-INDA8,13-06-2018,181
40494-Airtel Bharti [Tamilnadu] INDA4-INDA4,13-06-2018,242
40495-Airtel Bharti [Kerala] INDA7 - 4-INDA7,13-06-2018,50
40496-Airtel Bharti [Haryana]-INDA5,13-06-2018,61
40497-Airtel Bharti [UP West] INDA6 - -INDA6,13-06-2018,85
40498-Airtel Bharti [Gujarat] INDA3 --INDA3,13-06-2018,137
40503-Tata Docomo Mumbai-INDTG,13-06-2018,5
40504-Tata Docomo Tamil Nadu-INDT2,13-06-2018,4
40504-TATA Docomo India-INDTO,13-06-2018,4
40555-Bharti Airtel Jammu & Kashmir-IND13,13-06-2018,3
40556-Bharti Airtel Assam India-IND15,13-06-2018,14
40579-Idea Cellular Mumbai -INDIM,13-06-2018,40
40585-Idea Cellular Chennai-INDIT,13-06-2018,1
40585-IDEA WEST BENGAL-INDIW,13-06-2018,1
41001-Mobilink-PAKMK,13-06-2018,440
41003-Ufone Pakistan-PAKUF,13-06-2018,50
41004-CMPak Limited-PAKPL,13-06-2018,2
41006-Telenor-PAKTP,13-06-2018,1
41220-TDCA-AFGTD,13-06-2018,7
41301-Mobitel - Sri Lanka-LKA71,13-06-2018,116
41302-MTN Sri Lanka-LKADG,13-06-2018,257
41305-Bharti Airtel Lanka-LKAAT,13-06-2018,3
41401-MPT-MMRFT,13-06-2018,3
41501-FTML Lebanon-LBNFL,13-06-2018,161
41503-Libancell -LBNLC,13-06-2018,100
41601-MTS Fastlink-JORFL,13-06-2018,1
41677-Mobilecom -JORMC,13-06-2018,7
41702-Spacetel - Syria-SYRSP,13-06-2018,4
41805-Asiacell - Iraq-IRQAC,13-06-2018,20
41820-Atheer - Iraq-IRQAT,13-06-2018,2
41840-Korek Telecom LTD - Iraq-IRQKK,13-06-2018,7
41903-Wataniya Telecom-KWTNM,13-06-2018,255
41904-Viva Kuwait -KWTKT,13-06-2018,3
42001-Saudi Telephone Company-SAUAJ,13-06-2018,1876
42003-Etihad Etisalat - Saudi Arabia-SAUET,13-06-2018,1342
42004-Zain Saudi Arabia-SAUZN,13-06-2018,6
42101-Sabafon-YEMSA,13-06-2018,1
42202-GTO Oman-OMNGT,13-06-2018,30
42203-Oman Mobile - Oman-OMNNT,13-06-2018,16
42402-Etisalat-ARETC,13-06-2018,2384
42403-United Arab Emirates-AREDU,13-06-2018,515
42501-Partner Communication-ISR01,13-06-2018,3138
42502-Cellcom-ISRCL,13-06-2018,635
42503-Pelephone, Israel-ISRPL,13-06-2018,58
42601-Bahrain Telecommunications-BHRBT,13-06-2018,30
42701-Qatar Telekom -QATQT,13-06-2018,2645
42901-Nepal Mobile-NPLNM,13-06-2018,3
43211-Iran TeleCom Co-IRN11,13-06-2018,106
43701-Bitel -KGZ01,13-06-2018,3
44010-NTT DoCoMo-JPNDO,13-06-2018,559
44020-J-Phone-JPNJP,13-06-2018,66
44050-KDDI-JPNKD,13-06-2018,106
44051-KDDI Japan-JPNKI,13-06-2018,95
45005-SK Korea-KORSK,13-06-2018,278
45006-LG U+ South Korea-KORLU,13-06-2018,194
45008-KT Freetel 3G-KORKF,13-06-2018,127
45201-VMS Mobifone-VNMMO,13-06-2018,71
45202-GPC Vietnam-VNMVI,13-06-2018,38
45400-Hong Kong CSL -HKGTC,13-06-2018,81
45403-Hutchison 3G (Hong Kong)-HKGH3,13-06-2018,56
45406-SmarTone Mobile Hong Kong-HKGSM,13-06-2018,537
45412-Peoples Telephone Company -HKGPP,13-06-2018,54
45419-Sunday 3G - Hong Kong-HKGM3,13-06-2018,96
45501-Companhia Telecomunicoes-MACCT,13-06-2018,2
45601-CamGSM-KHMGM,13-06-2018,3
45701-Lao Tele - Laos-LAOTC,13-06-2018,1
46000-China Telecom-CHNCT,13-06-2018,3209
46001-China Unicom-CHNCU,13-06-2018,1008
46002-China Mobile - China-CHNCM,13-06-2018,770
46007-China Mobile 3rd-CHNTD,13-06-2018,149
46011-China Telecom -CHNDX,13-06-2018,4
46692-Chungwa Telecom LDM-TWNLD,13-06-2018,127
46697-Taiwan Cellular Corp-TWNPC,13-06-2018,12
47001-GrameenPhone-BGDGP,13-06-2018,6
47003-Banglalink - Bangladesh-BGDBL,13-06-2018,45
47201-Dhiraagu-MDV01,13-06-2018,3
50212-Maxis-MYSBC,13-06-2018,45
50216-DiGi Telecommunications -MYSMT,13-06-2018,155
50218-France Telecom Roaming Global Ex-MYSFT,13-06-2018,5
50219-Celcom-MYSCC,13-06-2018,45
50501-Telstra -AUSTA,13-06-2018,14237
50502-Optus Communications-AUSOP,13-06-2018,6100
51001-PT Satelindo Palapa-IDNSL,13-06-2018,4
51010-PT Telkomsel-IDNTS,13-06-2018,173
51502-Globe Telecom -PHLGT,13-06-2018,29
52000-Thailand, True Move-THACT,13-06-2018,3
52003-AIS-THAWN,13-06-2018,448
52005-Thailand DTAC-THADT,13-06-2018,50
52018-Total Access Communications-THAWP,13-06-2018,3
52501-Singtel GSM 900-SGPST,13-06-2018,725
52503-MobileOne-SGPM1,13-06-2018,13
52505-StarHub-SGPSH,13-06-2018,264
52811-DST Communications-BRNDS,13-06-2018,3
53001-Vodafone New Zealand-NZLBS,13-06-2018,95
53005-Telecom-NZLTM,13-06-2018,2383
53024-NZ Communications-NZLNH,13-06-2018,387
54202-Digicel Fiji-FJIK8,13-06-2018,19
60201-Mobilnil-EGYAR,13-06-2018,655
60203-Etisalat - Egypt-EGYEM,13-06-2018,72
60301-PTT-AMN-DZAA1,13-06-2018,5
60303-Wataniya-DZAWT,13-06-2018,17
60400-Medi Telecom-MARMT,13-06-2018,19
60401-IAM-MARM1,13-06-2018,124
60501-Orange Tunisia-TUNOR,13-06-2018,21
60502-Tunisie Telecom-TUNTT,13-06-2018,15
60506-Tunisie Telecom Tunisia-TUNLM,13-06-2018,1
60601-El Madar Tel Co-LBY01,13-06-2018,32
60701-Gamcell-GMB01,13-06-2018,3
60702-Africell-GMBAC,13-06-2018,15
60801-Sonatel-SENAZ,13-06-2018,20
61002-Ikatel Sa-MLI02,13-06-2018,13
61101-Orange-GINGS,13-06-2018,39
61203-Orange Cote d'Ivoire-CIV03,13-06-2018,76
61603-Spacetel - BENIN-BENSP,13-06-2018,1
61701-Cellplus Mobile Communications-MUSCP,13-06-2018,99
61807-Celcom Telecom - Liberia-LBR07,13-06-2018,4
61901-Celtel (SL) Limited-SLECT,13-06-2018,37
61905-Africell -SLEAC,13-06-2018,2
62001-Scancom -GHASC,13-06-2018,379
62003-Mobitel-GHAMT,13-06-2018,3
62006-Airtel Ghana-GHAZN,13-06-2018,12
62130-MTN-NGAMN,13-06-2018,2830
62150-Globacom - Nigeria-NGAGM,13-06-2018,424
62160-Etisalat Nigeria-NGAEM,13-06-2018,792
62401-MTN Cameroon-CMRMT,13-06-2018,8
62402-Orange Cameroon-CMR02,13-06-2018,16
62701-GETESA-GNQ01,13-06-2018,11
62803-Celtel Gabon-GABCT,13-06-2018,2
63001-Vodacom Congo (Democratic)-CODVC,13-06-2018,3
63102-Unitel-AGOUT,13-06-2018,141
63301-Cable & Wireless-SYCCW,13-06-2018,15
63310-Telekom Seychelles-SYCAT,13-06-2018,4
63401-MobiTel Sudan-SUDMO,13-06-2018,46
63402-Bashair Telecom - Sudan-SDNBT,13-06-2018,17
63402-MTN-SSDMN,13-06-2018,17
63510-Rwandacell - Rwanda-RWAMN,13-06-2018,38
63601-ETC-ETH01,13-06-2018,1
63902-Safaricom -KENSA,13-06-2018,266
63903-KenCell -KENKC,13-06-2018,68
63907-Orange Kenya (Telkom)-KENFT,13-06-2018,3
63907-Telekom Kenya-KENK9,13-06-2018,3
63907-Telkom Kenya Kenya-KENTK,13-06-2018,3
64005-Celtel Tanzania-TZACT,13-06-2018,6
64101-Celtel Uganda-UGACE,13-06-2018,24
64110-MTN-UGAMN,13-06-2018,76
64111-Uganda Telecom-UGATL,13-06-2018,2
64700-Orange Reunion - Reunion-REU02,13-06-2018,234
64804-Econet-ZWEET,13-06-2018,53
64901-MTC Namibia -NAM01,13-06-2018,13
65201-Mascom Wireless -BWAGA,13-06-2018,2
65202-Orange Botswana-BWAVC,13-06-2018,92
65310-MTN Swaziland-SWZMN,13-06-2018,4
65501-Vodacom South Africa-ZAFVC,13-06-2018,10
65507-Cell C-ZAFCC,13-06-2018,74
65510-MTN South Africa-ZAFMN,13-06-2018,1595
70401-Sercom S.A-GTMSC,13-06-2018,6
70601-CTE Telecom Personal-SLVTP,13-06-2018,2
71201-ICE-CRICR,13-06-2018,4
71401-Cable & Wireless-PANCW,13-06-2018,8
71404-Digicel Panama-PANDC,13-06-2018,2
71606-Telefonica Moviles-PERMO,13-06-2018,2
72207-Argentina Telefonica-ARGTM,13-06-2018,20
72234-Personal Telecom-ARGTP,13-06-2018,101
72402-TIM Region 2 Rio Norte-BRARN,13-06-2018,66
72403-TIM Region 3 Sau Paulo-BRASP,13-06-2018,58
72404-TIM Region 1 Cellular Centro-BRACS,13-06-2018,44
72406-Vivo 2-BRAV2,13-06-2018,65
72410-Vivo 1-BRAV1,13-06-2018,287
72411-Vivo 3-BRAV3,13-06-2018,163
72431-TNL (Oi)-BRATM,13-06-2018,3
73001-Entel Telefonia Movil -CHLMV,13-06-2018,18
73210-Occidente Y Caribe Celular Sa Oc-COLCM,13-06-2018,6
73212-Telefonica Moviles-COLTM,13-06-2018,23
73602-Entel Bolivia -BOLME,13-06-2018,2
73801-Digicel Guyana-GUYUM,13-06-2018,4
74000-Otecel-ECUOT,13-06-2018,2
74404-Telefonica Celular - Paraguay-PRYTC,13-06-2018,5
74602-Telesur - Suriname-SURTG,13-06-2018,1
74801-Antel-URYAN,13-06-2018,26
74807-Telefonica Moviles-URYTM,13-06-2018,2
90131-Orange France-AAZOR,13-06-2018,42
20201-Cosmote Mobile Telecom-GRCCO,14-06-2018,15748
20205-Vodafone Greece-GRCPF,14-06-2018,146
20209-Wind Greece (Q-Telecom)-GRCQT,14-06-2018,239
20210-Stet Hellas Telecommunications-GRCSH,14-06-2018,4043
20404-Vodafone Netherlands-NLDLT,14-06-2018,20076
20408-KPN Tel Netherlands -NLDPT,14-06-2018,9266
20412-Telfort-NLDTM,14-06-2018,373
20416-T-Mobile Netherlands-NLDPN,14-06-2018,15440
20420-Orange Netherlands-NLDDT,14-06-2018,36
20601-Belgacom Mobile -BELTB,14-06-2018,3504
20610-Mobistar-BELMO,14-06-2018,14895
20620-Base-BELKO,14-06-2018,637
20801-Orange France-FRAF1,14-06-2018,159246
20810-SFR France-FRAF2,14-06-2018,3
20815-Free Mobile -FRAF5,14-06-2018,73542
20815-France Free Mobile-FRAFM,14-06-2018,73542
20820-Bouygues Telecom-FRAF3,14-06-2018,46395
21201-Vala 900 (Monaco Telecom) -MCOM1,14-06-2018,2
21401-Vodafone Espaqa-ESPAT,14-06-2018,884
21403-Amena-ESPRT,14-06-2018,69548
21404-Xfera Moviles-ESPXF,14-06-2018,5549
21407-Telefonica Moviles-ESPTE,14-06-2018,8216
21421-Jazztel Spain -ESPJZ,14-06-2018,493
21601-Pannon GSM-HUNH1,14-06-2018,5421
21630-Westel 900 GSM-HUNH2,14-06-2018,12585
21670-Vodafone Hungary-HUNVR,14-06-2018,111
21805-MOBIS-BIHMS,14-06-2018,10
21901-HT Mobile-HRVCN,14-06-2018,2621
21902-Tele2  (Croatia)-HRVT2,14-06-2018,167
21910-VIP Net GSM -HRVVI,14-06-2018,42
22001-Mobtel-YUGMT,14-06-2018,10
22003-Telekom Srbija-YUGTS,14-06-2018,219
22201-TIM Italy -ITASI,14-06-2018,21444
22210-Vodafone Omnitel-ITAOM,14-06-2018,1559
22288-Wind Italy-ITAWI,14-06-2018,20849
22299-Hutchinson 3G - Italy-ITAH3,14-06-2018,1157
22601-Mobifon -ROMMF,14-06-2018,1464
22603-Cosmorom-ROMCS,14-06-2018,22400
22610-Orange Romania-ROMMR,14-06-2018,91325
22801-Swisscom-CHEC1,14-06-2018,12288
22802-sunrise-CHEDX,14-06-2018,6750
22803-Orange Switzerland-CHEOR,14-06-2018,5391
23001-T-Mobile Czech-CZERM,14-06-2018,19124
23002-Eurotel Praha -CZEET,14-06-2018,463
23003-Cesky Mobil -CZECM,14-06-2018,1180
23101-Orange Slovakia-SVKGT,14-06-2018,9971
23102-Eurotel Bratislava-SVKET,14-06-2018,5777
23106-Telefonica o2-SVKO2,14-06-2018,62
23201-Mobilkom Austria-AUTPT,14-06-2018,124
23203-T-Mobile Austria-AUTMM,14-06-2018,4608
23205-Connect -AUTCA,14-06-2018,111
23207-Tele Ring Telekom -AUTTR,14-06-2018,1831
23403-Airtel-GBRAJ,14-06-2018,729
23410-02 UK-GBRCN,14-06-2018,110
23415-Vodafone UK-GBRVF,14-06-2018,66
23418-Cloud 9-GBRC9,14-06-2018,42
23420-3 UK-GBRHU,14-06-2018,20
23450-Jersey Telecoms -GBRJT,14-06-2018,2874
23455-Guernsey Telecom-GBRGT,14-06-2018,3031
23458-Manx Telecom-GBRMT,14-06-2018,10663
23801-Tele Danmark Mobil-DNKTD,14-06-2018,2027
23802-Sonofon -DNKDM,14-06-2018,7433
23806-Hi3G - Denmark-DNKHU,14-06-2018,30
23820-Telia Mobile (Denmark)-DNKIA,14-06-2018,5591
24001-Telia Mobitel (Sweden)-SWETR,14-06-2018,15629
24002-HI 3G-SWEHU,14-06-2018,47
24007-Tele2 AB-SWEIQ,14-06-2018,14222
24008-Vodafone Sweden-SWEEP,14-06-2018,8295
24201-Telenor Mobil -NORTM,14-06-2018,24272
24202-NetCom-NORNC,14-06-2018,9952
24205-Telia Norge Norway-NORNN,14-06-2018,2357
24405-Radiolinja Finland-FINRL,14-06-2018,133
24412-Finnish 2G-FIN2G,14-06-2018,655
24421-Elisa (2nd code)-FINES,14-06-2018,20
24491-Sonera Corporation-FINTF,14-06-2018,5174
24601-Omnitel Lithuania-LTUOM,14-06-2018,8624
24602-Bite GSM-LTUMT,14-06-2018,4
24603-Tele2-LTU03,14-06-2018,13477
24701-Latvian Mobile Telephone-LVALM,14-06-2018,9460
24702-Baltcom GSM -LVABC,14-06-2018,7283
24801-Estonian Mob Tel-ESTEM,14-06-2018,2246
24802-Radiolinja Estonia-ESTRE,14-06-2018,193
24803-Estonia Ritabell (Tele2)-ESTRB,14-06-2018,1109
25001-MTS-RUS01,14-06-2018,1345
25002-MegaFon -RUSNW,14-06-2018,1176
25099-VimpelCom-RUSBD,14-06-2018,2542
25501-Ukraine Mobile Communications-UKRUM,14-06-2018,194
25503-Kyvistar GSM-UKRKS,14-06-2018,1236
25506-Astelit LLC-UKRAS,14-06-2018,50
25901-Voxtel-MDAVX,14-06-2018,119
25902-Moldcell-MDAMC,14-06-2018,15
26001-Polkomtel -POLKM,14-06-2018,56832
26002-Era -POL02,14-06-2018,90213
26003-PTK Centeltel -POL03,14-06-2018,137627
26006-P4 - 3G Poland-POLP4,14-06-2018,146
26201-T-Mobile Germany-DEUD1,14-06-2018,55544
26202-Vodafone Germany-DEUD2,14-06-2018,945
26203-Eplus -DEUE1,14-06-2018,1209
26207-O2 Germany-DEUE2,14-06-2018,1859
26601-Gibtel Telecommunications -GIBGT,14-06-2018,219
26801-Vodafone Portugal-PRTTL,14-06-2018,609
26803-Optimus -PRTOP,14-06-2018,15942
26806-TMN-PRTTM,14-06-2018,13838
27001-Luxembourg P&T-LUXPT,14-06-2018,2217
27077-Tango -LUXTG,14-06-2018,155
27099-VOX Mobile - Luxembourg-LUXVM,14-06-2018,626
27201-Vodafone Ireland-IRLEC,14-06-2018,3712
27202-O2 Ireland-IRLDF,14-06-2018,4829
27203-Meteor-IRLME,14-06-2018,51836
27205-Hutchinson 3G - Ireland-IRLH3,14-06-2018,4332
27401-Landssimi Islands -ISLPS,14-06-2018,84
27402-TAL -ISLTL,14-06-2018,56
27411-Nova Iceland-ISLK9,14-06-2018,433
27411-Nova Efh-ISLNO,14-06-2018,433
27601-AMC (Albanian Mobile) -ALBAM,14-06-2018,116
27602-Vodafone Albania-ALBVF,14-06-2018,2
27801-Vodafone Malta-MLTTL,14-06-2018,74
27821-Go Mobile -MLTGO,14-06-2018,792
28001-Cyprus Telecommunications Author-CYPCT,14-06-2018,217
28010-Scancom (Cyprus)-CYPSC,14-06-2018,5978
28020-CYPRUS Primtel-CYPPT,14-06-2018,98
28202-Magticom-GEOMA,14-06-2018,18
28310-Orange-ARMOR,14-06-2018,11
28401-MobiTel AD Bulgaria-BGR01,14-06-2018,425
28403-Bulgarian Telecom -  Bulgaria-BGRVA,14-06-2018,7146
28405-Globul - Cosmo Bulgaria -BGRCM,14-06-2018,28751
28601-Turkcell-TURTC,14-06-2018,3889
28603-IS TIM-TURIS,14-06-2018,214
29001-Tele Greenland -GRLTG,14-06-2018,13
29340-SI-Mobil-SVNSM,14-06-2018,90
29341-Mobitel Slovenia-SVNMT,14-06-2018,1053
29364-T-2 d.o.o. Slovenia-SVNFT,14-06-2018,149
29401-Makedonski Telekomunikacii-MKDMM,14-06-2018,59
29505-Mobilkom-LIEMK,14-06-2018,21
29701-Telenor Montenegro-MNEPM,14-06-2018,7
29702-T-Mobile Montenegro-MNETM,14-06-2018,64
30222-Telus Canada-CANTS,14-06-2018,7684
30237-Microcell (Fido)-CANMC,14-06-2018,255
30261-Bell Mobility-CANBM,14-06-2018,6248
30272-Rogers Wireless -CANRW,14-06-2018,1367
31017-Cingular (Pacific Bell Services)-USAPB,14-06-2018,368
31026-T-Mobile- USAW6-USAW6,14-06-2018,71749
31041-Cingular (Genesis)-USACG,14-06-2018,82825
31148-Verizon-USAVZ,14-06-2018,50
31310-FirstNet USA-USAFN,14-06-2018,8
33405-Iusacell Mexico-MEXIU,14-06-2018,31
33805-Digicel Barbados Barbados-BRBDC,14-06-2018,264
33805-Digicel Mossel-JAMDC,14-06-2018,264
33818-C&W/Jamaica-JAMCW,14-06-2018,4
34001-Orange Caraïbe (FWI)-GLP01,14-06-2018,367
34020-FWI Bouygues Telecom-FRAF4,14-06-2018,5
34260-C&W/Barbados-BRBCW,14-06-2018,2
34403-APUA-ATG03,14-06-2018,2
34492-Antigua C&W-ATGCW,14-06-2018,6
34614-C&W/Cayman-CYMCW,14-06-2018,14
34857-CCT Boatphone - Virgin Islands-VGBCC,14-06-2018,2
35000-Bermuda Digital-BMUBD,14-06-2018,5
35211-Grenada-GRDCW,14-06-2018,1
35611-St Kitts - C & W-KNACW,14-06-2018,6
35811-ST Lucia-LCACW,14-06-2018,4
36291-Setel NV (UTS Wireless Curacao)-ANTUT,14-06-2018,3
36584-Anguillia C&W-AIACW,14-06-2018,4
36801-C-Com-CUB01,14-06-2018,2
37002-Claro-DOMCL,14-06-2018,9
37413-Digicel Trinidad-TTODL,14-06-2018,9
37635-Turks & Calcos - C & W-TCACW,14-06-2018,2
40001-Azercell Telecom-AZEAC,14-06-2018,36
40002-Bakcell -AZEBC,14-06-2018,38
40101-Kar-tel -KAZKT,14-06-2018,9
40102-K'Cell-KAZKZ,14-06-2018,1
40402-Airtel Bharti [Punjab] INDA9 - 4-INDA9,14-06-2018,1159
40403-Airtel Bharti [Himachal Pradesh]-INDBL,14-06-2018,2
40404-Idea Cellular Delhi-INDID,14-06-2018,55
40405-Fascel Hutch [Gujarat] INDF1 - 4-INDF1,14-06-2018,190
40407-Idea Cellular [Andhra Pradesh] I-IND07,14-06-2018,58
40410-Airtel Bharti [Delhi] INDAT - 40-INDAT,14-06-2018,9329
40411-Hutchison Essar [Delhi] INDE1 - -INDE1,14-06-2018,874
40412-Escotel [Haryana] INDEH - 40412-INDEH,14-06-2018,10
40414-Spice Telecom [Punjab] INDSP - 4-INDSP,14-06-2018,28
40416-Bharti Hexacom North East  India-IND16,14-06-2018,28
40419-Escotel [Kerala] INDEK - 40419-INDEK,14-06-2018,42
40420-Hutchison Max [Mumbai] INDHM - 4-INDHM,14-06-2018,1510
40422-Idea Cellular [Maharashtra] INDB-INDBO,14-06-2018,150
40424-Idea Cellular [Gujarat] INDBI - -INDBI,14-06-2018,22
40427-BPL Cellular [Maharashtra]-INDBM,14-06-2018,154
40430-Hutchison [Calcutta] INDCC - 404-INDCC,14-06-2018,193
40431-Airtel Bharti [Calcutta] INDMT --INDMT,14-06-2018,471
40440-Airtel Bharti [Chennai] INDSC - -INDSC,14-06-2018,1237
40443-BPL Cellular [Tamil Nadu] INDBT--INDBT,14-06-2018,3
40444-Spice Telekom [Karnataka] INDSK -INDSK,14-06-2018,19
40445-Airtel Bharti [Karnataka] INDJB -INDJB,14-06-2018,1985
40446-BPL Cellular [Kerala] INDBK - 40-INDBK,14-06-2018,21
