imsi_prefix,date,Incoming data,Records count 
41220-TDCA-AFGTD,05-06-2018,0,1                                                 
41301-Mobitel - Sri Lanka-LKA71,05-06-2018,103,6                                
41302-MTN Sri Lanka-LKADG,05-06-2018,3702,5217                                  
41305-Bharti Airtel Lanka-LKAAT,05-06-2018,3,27                                 
41501-FTML Lebanon-LBNFL,05-06-2018,56,18                                       
41503-Libancell -LBNLC,05-06-2018,13,1                                          
41601-MTS Fastlink-JORFL,05-06-2018,0,7                                         
41677-Mobilecom -JORMC,05-06-2018,1,3                                           
41820-Atheer - Iraq-IRQAT,05-06-2018,0,1                                        
41903-Wataniya Telecom-KWTNM,05-06-2018,3007,168                                
42001-Saudi Telephone Company-SAUAJ,05-06-2018,11085,1231                       
42003-Etihad Etisalat - Saudi Arabia-SAUET,05-06-2018,38031,1259                
42202-GTO Oman-OMNGT,05-06-2018,294,32                                          
42203-Oman Mobile - Oman-OMNNT,05-06-2018,0,9                                   
42402-Etisalat-ARETC,05-06-2018,20549,2984                                      
42403-United Arab Emirates-AREDU,05-06-2018,3664,1155                           
42501-Partner Communication-ISR01,05-06-2018,45741,70715                        
42502-Cellcom-ISRCL,05-06-2018,14775,1429                                       
42503-Pelephone, Israel-ISRPL,05-06-2018,619,233                                
42601-Bahrain Telecommunications-BHRBT,05-06-2018,177,586                       
42701-Qatar Telekom -QATQT,05-06-2018,31208,3090                                
43211-Iran TeleCom Co-IRN11,05-06-2018,426,153                                  
44010-NTT DoCoMo-JPNDO,05-06-2018,12390,3896                                    
44020-J-Phone-JPNJP,05-06-2018,1147,281                                         
44050-KDDI-JPNKD,05-06-2018,4454,584                                            
44051-KDDI Japan-JPNKI,05-06-2018,2666,401                                      
45005-SK Korea-KORSK,05-06-2018,12361,4840                                      
45006-LG U+ South Korea-KORLU,05-06-2018,16316,1233                             
45008-KT Freetel 3G-KORKF,05-06-2018,8086,855                                   
45202-GPC Vietnam-VNMVI,05-06-2018,0,2                                          
45400-Hong Kong CSL -HKGTC,05-06-2018,14207,790                                 
45403-Hutchison 3G (Hong Kong)-HKGH3,05-06-2018,1039,307                        
45406-SmarTone Mobile Hong Kong-HKGSM,05-06-2018,29881,1745                     
45412-Peoples Telephone Company -HKGPP,05-06-2018,4697,272                      
45419-Sunday 3G - Hong Kong-HKGM3,05-06-2018,1553,179                           
46000-China Telecom-CHNCT,05-06-2018,135308,11741                               
46001-China Unicom-CHNCU,05-06-2018,24341,7771                                  
46002-China Mobile - China-CHNCM,05-06-2018,17635,1663                          
46007-China Mobile 3rd-CHNTD,05-06-2018,2897,613                                
46601-Far EasTone Telecommunications-TWNFE,05-06-2018,253,43                    
46692-Chungwa Telecom LDM-TWNLD,05-06-2018,6207,297                             
46697-Taiwan Cellular Corp-TWNPC,05-06-2018,3508,139                            
47001-GrameenPhone-BGDGP,05-06-2018,7,6                                         
50216-DiGi Telecommunications -MYSMT,05-06-2018,4166,4013                       
50219-Celcom-MYSCC,05-06-2018,161,23                                            
50501-Telstra -AUSTA,05-06-2018,177187,38956                                    
50502-Optus Communications-AUSOP,05-06-2018,45616,35777                         
51001-PT Satelindo Palapa-IDNSL,05-06-2018,427,39                               
51010-PT Telkomsel-IDNTS,05-06-2018,4873,448                                    
51502-Globe Telecom -PHLGT,05-06-2018,1388,25                                   
52000-Thailand, True Move-THACT,05-06-2018,45,108                               
52003-AIS-THAWN,05-06-2018,149201,9783                                          
52005-Thailand DTAC-THADT,05-06-2018,1051,102                                   
52018-Total Access Communications-THAWP,05-06-2018,0,3                          
52501-Singtel GSM 900-SGPST,05-06-2018,49654,5123                               
52505-StarHub-SGPSH,05-06-2018,4911,609                                         
53001-Vodafone New Zealand-NZLBS,05-06-2018,1317,506                            
53005-Telecom-NZLTM,05-06-2018,26202,5995                                       
53024-NZ Communications-NZLNH,05-06-2018,2325,568                               
60201-Mobilnil-EGYAR,05-06-2018,3631,850                                        
60203-Etisalat - Egypt-EGYEM,05-06-2018,164,14                                  
60303-Wataniya-DZAWT,05-06-2018,0,7                                             
60400-Medi Telecom-MARMT,05-06-2018,277,52                                      
60401-IAM-MARM1,05-06-2018,105,9                                                
60502-Tunisie Telecom-TUNTT,05-06-2018,5,2                                      
60801-Sonatel-SENAZ,05-06-2018,2,1                                              
61002-Ikatel Sa-MLI02,05-06-2018,1,39                                           
61203-Orange Cote d'Ivoire-CIV03,05-06-2018,10,19                               
61701-Cellplus Mobile Communications-MUSCP,05-06-2018,0,7                       
61901-Celtel (SL) Limited-SLECT,05-06-2018,0,6                                  
62001-Scancom -GHASC,05-06-2018,287,183                                         
62006-Airtel Ghana-GHAZN,05-06-2018,2,101                                       
62007-Glo Mobile-GHAGM,05-06-2018,1,13                                          
62130-MTN-NGAMN,05-06-2018,2452,3210                                            
62150-Globacom - Nigeria-NGAGM,05-06-2018,71,14                                 
62160-Etisalat Nigeria-NGAEM,05-06-2018,457,22448                               
62402-Orange Cameroon-CMR02,05-06-2018,0,3                                      
62803-Celtel Gabon-GABCT,05-06-2018,11,3                                        
63102-Unitel-AGOUT,05-06-2018,31,44                                             
63510-Rwandacell - Rwanda-RWAMN,05-06-2018,5,57                                 
63902-Safaricom -KENSA,05-06-2018,237,262                                       
63903-KenCell -KENKC,05-06-2018,16,4                                            
64005-Celtel Tanzania-TZACT,05-06-2018,14,17                                    
64101-Celtel Uganda-UGACE,05-06-2018,5,584                                      
64304-Vodacom-MOZVC,05-06-2018,0,4                                              
64602-SMM - Madagascar-MDGAN,05-06-2018,0,15                                    
64804-Econet-ZWEET,05-06-2018,16,42                                             
65202-Orange Botswana-BWAVC,05-06-2018,2,92                                     
65501-Vodacom South Africa-ZAFVC,05-06-2018,34,5                                
65507-Cell C-ZAFCC,05-06-2018,1,2                                               
65510-MTN South Africa-ZAFMN,05-06-2018,876,3675                                
71030-Telefonica Nicaragua-NICMS,05-06-2018,0,1                                 
71402-Telefonica Moviles-PANMS,05-06-2018,0,3                                   
71606-Telefonica Moviles-PERMO,05-06-2018,25,8                                  
71610-TIM Peru-PERTM,05-06-2018,0,3                                             
72207-Argentina Telefonica-ARGTM,05-06-2018,208,97                              
72234-Personal Telecom-ARGTP,05-06-2018,4356,527                                
72402-TIM Region 2 Rio Norte-BRARN,05-06-2018,650,716                           
72403-TIM Region 3 Sau Paulo-BRASP,05-06-2018,1559,468                          
72404-TIM Region 1 Cellular Centro-BRACS,05-06-2018,296,505                     
72406-Vivo 2-BRAV2,05-06-2018,46,45                                             
72410-Vivo 1-BRAV1,05-06-2018,416,187                                           
72411-Vivo 3-BRAV3,05-06-2018,155,146                                           
72423-Telemig - Brazil-BRATC,05-06-2018,26,12                                   
72431-TNL (Oi)-BRATM,05-06-2018,2,10                                            
73001-Entel Telefonia Movil -CHLMV,05-06-2018,143,54                            
73212-Telefonica Moviles-COLTM,05-06-2018,327,65                                
73801-Digicel Guyana-GUYUM,05-06-2018,1,11                                      
74000-Otecel-ECUOT,05-06-2018,1,2                                               
74801-Antel-URYAN,05-06-2018,137,8                                              
74807-Telefonica Moviles-URYTM,05-06-2018,428,6                                 
90131-Orange France-AAZOR,05-06-2018,5,4                                        
90137-Transatel-AAZTR,05-06-2018,4839,181                                       
90140-Telekom Deutschland Global SIM-AAZTD,05-06-2018,35,19                     
20201-Cosmote Mobile Telecom-GRCCO,06-06-2018,130925,17287                      
20205-Vodafone Greece-GRCPF,06-06-2018,739,325                                  
20210-Stet Hellas Telecommunications-GRCSH,06-06-2018,30121,3027                
20404-Vodafone Netherlands-NLDLT,06-06-2018,30523,812396                        
20408-KPN Tel Netherlands -NLDPT,06-06-2018,807433,1105150                      
20412-Telfort-NLDTM,06-06-2018,9863,1445                                        
20416-T-Mobile Netherlands-NLDPN,06-06-2018,1046652,66613                       
20420-Orange Netherlands-NLDDT,06-06-2018,248,37                                
20601-Belgacom Mobile -BELTB,06-06-2018,41921,8108                              
20610-Mobistar-BELMO,06-06-2018,245676,105372                                   
20620-Base-BELKO,06-06-2018,7374,769                                            
20801-Orange France-FRAF1,06-06-2018,3692937,565759                             
20810-SFR France-FRAF2,06-06-2018,0,54                                          
20815-Free Mobile -FRAF5,06-06-2018,600867,28547                                
20815-France Free Mobile-FRAFM,06-06-2018,600867,28547                          
20820-Bouygues Telecom-FRAF3,06-06-2018,1072827,114726                          
21401-Vodafone Espaqa-ESPAT,06-06-2018,20183,4085                               
21403-Amena-ESPRT,06-06-2018,1436424,130575                                     
21404-Xfera Moviles-ESPXF,06-06-2018,309434,15928                               
21407-Telefonica Moviles-ESPTE,06-06-2018,71196,109596                          
21421-Jazztel Spain -ESPJZ,06-06-2018,13511,1329                                
21601-Pannon GSM-HUNH1,06-06-2018,100310,9235                                   
21630-Westel 900 GSM-HUNH2,06-06-2018,260442,20144                              
21670-Vodafone Hungary-HUNVR,06-06-2018,1848,167                                
21901-HT Mobile-HRVCN,06-06-2018,85165,4622                                     
21902-Tele2  (Croatia)-HRVT2,06-06-2018,1337,231                                
21910-VIP Net GSM -HRVVI,06-06-2018,235,55                                      
22001-Mobtel-YUGMT,06-06-2018,13,7                                              
